ADI,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE,NELSON JOBIM,CARLOS VELLOSO,MAURÍCIO CORRÊA,NÉRI DA SILVEIRA
ADI 6824,2022-02-21,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DOS ARTS. 2º-A E 2º-B, II E IV, DA LEI 959/2000 DO ESTADO DE RONDÔNIA, INCLUÍDOS PELA LEI ESTADUAL 2.228/2009, COM MODULAÇÃO DOS EFEITOS DA DECISÃO PARA QUE: ""O ACÓRDÃO DE MÉRITO PROFERIDO NESTA AÇÃO TENHA EFICÁCIA A PARTIR DA PUBLICAÇÃO DO ACÓRDÃO PROLATADO NO RE 851.108 (20/04/2021), RESSALVANDO-SE AS AÇÕES JUDICIAIS PENDENTES DE CONCLUSÃO ATÉ O MESMO MARCO TEMPORAL EM QUE SE DISCUTA (1) A QUAL ESTADO O CONTRIBUINTE DEVERIA EFETUAR O PAGAMENTO DO ITCMD, CONSIDERANDO A OCORRÊNCIA DE BITRIBUTAÇÃO; OU (2) A VALIDADE DA COBRANÇA DESSE IMPOSTO, NÃO TENDO SIDO PAGO ANTERIORMENTE"", NOS TERMOS DO VOTO DO RELATOR. O MINISTRO GILMAR MENDES ACOMPANHOU O RELATOR COM RESSALVAS. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6585,2021-05-17,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO ""PELO MENOS CINQUENTA POR CENTO DOS"" PREVISTA NO INC. V DO ART. 19 DA LEI ORGÂNICA DO DISTRITO FEDERAL, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 7.5.2021 A 14.5.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5522,2022-02-21,Sim,0,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE, EM SUA INTEGRALIDADE, DA EMENDA CONSTITUCIONAL 35, DE 3 DE ABRIL DE 2012, DO ESTADO DE SÃO PAULO, QUE ALTEROU O ART. 140 DA CARTA PAULISTA, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6183,2020-11-04,Não,0,9,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, PARA CONFERIR INTERPRETAÇÃO CONFORME À EXPRESSÃO PRÊMIO DE PRODUTIVIDADE DISCIPLINADO EM REGULAMENTO POSTA NO ART. 3º DA LEI Nº 10.298/1994 DO RIO GRANDE DO SUL, AOS ARTS. 1º E 2º DO DECRETO ESTADUAL Nº 45.685/2008 E AO ART. 4º DO DECRETO ESTADUAL Nº 54.424/2018, PARA ESTABELECER QUE A SOMA DOS SUBSÍDIOS E HONORÁRIOS DE SUCUMBÊNCIA PERCEBIDOS MENSALMENTE PELOS PROCURADORES DO ESTADO NÃO DEVE EXCEDER O TETO REMUNERATÓRIO (INC. XI DO ART. 37 DA CONSTITUIÇÃO DA REPÚBLICA), NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO MARCO AURÉLIO, QUE JULGAVA PROCEDENTE O PEDIDO. O MINISTRO ROBERTO BARROSO ACOMPANHOU A RELATORA COM RESSALVAS. FALARAM: PELO AMICUS CURIAE ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO RIO GRANDE DO SUL - APERGS, O DR. RAFAEL DA CÁS MAFFINI; E, PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE, O DR. CARLOS FREDERICO BRAGA MARTINS. PLENÁRIO, SESSÃO VIRTUAL DE 23.10.2020 A 3.11.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6441,2021-05-17,Não,0,8,3,Principal,"O TRIBUNAL, POR MAIORIA, CONVERTEU O JULGAMENTO DA CAUTELAR EM DEFINITIVO DE MÉRITO E JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI N. 8.811/2020 DO RIO DE JANEIRO, NOS TERMOS DO VOTO DA RELATORA, VENCIDOS OS MINISTROS MARCO AURÉLIO, EDSON FACHIN E ROSA WEBER. AFIRMOU SUSPEIÇÃO O MINISTRO ROBERTO BARROSO. PLENÁRIO, SESSÃO VIRTUAL DE 7.5.2021 A 14.5.2021.",1,0,1,1,1,-1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2146,2021-05-12,Não,0,10,1,Principal," O TRIBUNAL, POR MAIORIA, DECLAROU O PREJUÍZO DA AÇÃO, EM FACE DA PERDA SUPERVENIENTE DE SEU OBJETO, NOS TERMOS DO VOTO DO MINISTRO ALEXANDRE DE MORAES, REDATOR PARA O ACÓRDÃO, VENCIDO O MINISTRO MARCO AURÉLIO (RELATOR), QUE JULGAVA IMPROCEDENTE O PEDIDO FORMULADO. PLENÁRIO, SESSÃO VIRTUAL DE 30.4.2021 A 11.5.2021.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4853,2020-11-04,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE A AÇÃO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 23.10.2020 A 3.11.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6490,2022-02-21,Sim,0,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3050,2020-11-04,Sim,0,10,0,Principal," O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE, NOS TERMOS DO VOTO REAJUSTADO DO RELATOR. O MINISTRO DIAS TOFFOLI ACOMPANHOU O RELATOR COM RESSALVAS. AFIRMOU SUSPEIÇÃO O MINISTRO ROBERTO BARROSO. PLENÁRIO, SESSÃO VIRTUAL DE 23.10.2020 A 3.11.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5296,2020-11-04,Não,0,9,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO MARCO AURÉLIO. O MINISTRO GILMAR MENDES ACOMPANHOU A RELATORA COM RESSALVAS. FALARAM: PELO INTERESSADO CONGRESSO NACIONAL, O DR. OCTAVIO AUGUSTO DA SILVA ORZARI; PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DE DEFENSORES PÚBLICOS - ANADEP, O DR. ILTON NORBERTO ROBL FILHO; PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DOS DEFENSORES PÚBLICOS FEDERAIS - ANADEF, O DR. CLAUDIO PEREIRA DE SOUZA NETO; PELO AMICUS CURIAE DEFENSORIA PÚBLICA DA UNIÃO, O DR. GABRIEL FARIA OLIVEIRA, DEFENSOR PÚBLICO-GERAL FEDERAL; E, PELO AMICUS CURIAE SINDICATO NACIONAL DOS PROCURADORES DA FAZENDA NACIONAL, O DR. HUGO MENDES PLUTARCO. PLENÁRIO, SESSÃO VIRTUAL DE 23.10.2020 A 3.11.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4359,2020-05-15,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DA RELATORA. FALOU, PELO INTERESSADO GOVERNADOR DO ESTADO DE SÃO PAULO, O DR. LEONARDO COCCHIERI LEITE CHAVES, PROCURADOR DO ESTADO. PLENÁRIO, SESSÃO VIRTUAL DE 8.5.2020 A 14.5.2020.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5281,2021-05-12,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EMENDA Nº 94/2015 À CONSTITUIÇÃO DE RONDÔNIA, PELA QUAL ACRESCENTADO O PARÁGRAFO ÚNICO AO ART. 99 DESSA CONSTITUIÇÃO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 30.4.2021 A 11.5.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6294,2020-10-27,Não,0,6,4,Principal,"O TRIBUNAL, POR MAIORIA, CONVERTEU O REFERENDO DA MEDIDA CAUTELAR EM JULGAMENTO DEFINITIVO DE MÉRITO E JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, PARA: 1 - DECLARAR A INCONSTITUCIONALIDADE DAS EXPRESSÕES “DE ENTRÂNCIA FINAL, QUE ESTEJAM NO PRIMEIRO QUINTO DO QUADRO GERAL DE ANTIGUIDADE PREVISTO NO ART. 37, X, DESTA LEI”, E “(QUINZE) ANOS DE CARREIRA”, CONSTANTES DO ART. 8º DA LEI COMPLEMENTAR ESTADUAL Nº 2, DE 12 DE NOVEMBRO DE 1990, DO ESTADO DE SERGIPE (COM REDAÇÃO DADA PELA LEI COMPLEMENTAR Nº 332, DE 31 DE OUTUBRO DE 2019); 2- CONFERIR INTERPRETAÇÃO CONFORME AO REFERIDO PRECEITO, DE MODO QUE SE ENTENDA QUE A NOMEAÇÃO DO PROCURADOR-GERAL DE JUSTIÇA DEVA SER FEITA PELO GOVERNADOR DO ESTADO, COM BASE EM LISTA TRÍPLICE ENCAMINHADA COM O NOME DE INTEGRANTES DA CARREIRA, NA FORMA DO DISPOSTO NO ART. 128, § 3º, DA CONSTITUIÇÃO FEDERAL, FICANDO PREJUDICADOS OS PEDIDOS DE RECONSIDERAÇÃO DA DECISÃO MONOCRÁTICA QUE DEFERIU A MEDIDA CAUTELAR, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS ALEXANDRE DE MORAES, MARCO AURÉLIO, ROBERTO BARROSO E ROSA WEBER, QUE JULGAVAM IMPROCEDENTE O PEDIDO. O MINISTRO EDSON FACHIN ACOMPANHOU O RELATOR COM RESSALVAS. FALARAM: PELA REQUERENTE, O DR. ARISTIDES JUNQUEIRA ALVARENGA; E, PELO INTERESSADO GOVERNADOR DO ESTADO DE SERGIPE, O DR. ANDRÉ LUÍS SANTOS MEIRA, PROCURADOR DO ESTADO. PLENÁRIO, SESSÃO VIRTUAL EXTRAORDINÁRIA DE 21.10.2020 A 26.10.2020.",0,0,-1,1,-1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3242,2020-05-15,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 8.5.2020 A 14.5.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6435,2020-12-21,Não,0,7,4,Principal," O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL DA LEI 11.259/2020, COM A REDAÇÃO DADA PELA LEI 11.299/2020 DO ESTADO DO MARANHÃO, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS O MINISTRO MARCO AURÉLIO E, PARCIALMENTE, OS MINISTROS EDSON FACHIN, CÁRMEN LÚCIA E ROSA WEBER. PLENÁRIO, SESSÃO VIRTUAL DE 11.12.2020 A 18.12.2020.",1,0,1,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6509,2022-05-16,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO, PARA DECLARAR, COM EFICÁCIA EX NUNC, A INCONSTITUCIONALIDADE DA EXPRESSÃO “O DEFENSOR PÚBLICO-GERAL DO ESTADO” CONTIDA NO ART. 81, II, DA CONSTITUIÇÃO DO ESTADO DO MARANHÃO, NA REDAÇÃO DADA PELA EMENDA DE N. 24/1999, NOS TERMOS DO VOTO DO RELATOR. FALOU, PELO AMICUS CURIAE, O DR. ILTON NORBERTO ROBL FILHO. PLENÁRIO, SESSÃO VIRTUAL DE 6.5.2022 A 13.5.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5977,2020-06-29,Não,0,9,2,Principal,"O TRIBUNAL, POR MAIORIA, REJEITOU AS PRELIMINARES E JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 3º DA LEI ESTADUAL Nº 16.784/2018 E A NULIDADE PARCIAL, SEM REDUÇÃO DE TEXTO, DO ART. 1º DA MESMA LEI, COM O FIM DE EXCLUIR DE SUA INCIDÊNCIA A COLETA DE ANIMAIS NOCIVOS POR PESSOAS FÍSICAS OU JURÍDICAS, MEDIANTE LICENÇA DA AUTORIDADE COMPETENTE, E DAQUELAS DESTINADAS A FINS CIENTÍFICOS, PREVISTAS RESPECTIVAMENTE NO ART. 3º, § 2º, E ART. 14, AMBOS DA LEI Nº 5.197/1967, NOS TERMOS DO VOTO RELATOR, VENCIDOS OS MINISTROS MARCO AURÉLIO E CELSO DE MELLO, QUE JULGAVAM IMPROCEDENTE A AÇÃO. FALOU, PELO AMICUS CURIAE ORGANIZAÇÃO NÃO GOVERNAMENTAL OLHAR ANIMAL, O DR. IVAN FERNANDES DA SILVA RAMOS. PLENÁRIO, SESSÃO VIRTUAL DE 19.6.2020 A 26.6.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5856,2020-02-14,Sim,Múltiplas decisões |,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU PARCIALMENTE DA AÇÃO DIRETA E, NESSA PARTE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO PARA: (I) DECLARAR A INCONSTITUCIONALIDADE DO CAPUT DO ARTIGO 1º DA RESOLUÇÃO Nº 5.459/2014 DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS E DA EXPRESSÃO ""E SERÃO REAJUSTADOS COM OBSERVÂNCIA DOS MESMOS ÍNDICES, SEMPRE QUE SE ALTERE A LEGISLAÇÃO FEDERAL PERTINENTE"", CONSTANTE DO ARTIGO 2º DA LEI Nº 14.584/2003 DO ESTADO DE MINAS GERAIS; (II) DAR INTERPRETAÇÃO CONFORME A CONSTITUIÇÃO FEDERAL ÀS DISPOSIÇÕES REMANESCENTES DO ARTIGO 2º DA LEI Nº 14.584/2003 DO ESTADO DE MINAS GERAIS, PARA ASSENTAR QUE A FIXAÇÃO DO SUBSÍDIO DOS DEPUTADOS ESTADUAIS NO LIMITE MÁXIMO PREVISTO NO ARTIGO 27, § 2º, DA CONSTITUIÇÃO FEDERAL SOMENTE PODE TER POR PARADIGMA O VALOR DO SUBSÍDIO DOS DEPUTADOS FEDERAIS VIGENTE AO TEMPO DA EDIÇÃO DA LEI ESTADUAL, VEDADOS POSTERIORES REAJUSTES AUTOMÁTICOS; E (III) DECLARAR A INCONSTITUCIONALIDADE PARCIAL, SEM REDUÇÃO DE TEXTO, DO ARTIGO 3º DA LEI Nº 20.337/2012 DO ESTADO DE MINAS GERAIS E, POR ARRASTAMENTO, DO ARTIGO 1º, § 1º, DA RESOLUÇÃO Nº 5.459/2014 DA ASSEMBLEIA LEGISLATIVA MINEIRA, DE FORMA A EXCLUIR DE SEU UNIVERSO DE DESTINATÁRIOS OS DEPUTADOS ESTADUAIS REELEITOS, BEM COMO OS NOVOS DEPUTADOS RESIDENTES NA CAPITAL DO ESTADO. POR MAIORIA, ATRIBUIU EFICÁCIA EX NUNC À DECISÃO, PARA AFASTAR OS EFEITOS DA DECLARAÇÃO DE INCONSTITUCIONALIDADE ATÉ A DATA DA PUBLICAÇÃO DO ACÓRDÃO DO PRESENTE JULGAMENTO, VENCIDO, NO PONTO, O MINISTRO MARCO AURÉLIO. TUDO NOS TERMOS DO VOTO DO RELATOR. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 7.2.2020 A 13.2.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6822,2022-02-21,Sim,0,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO FORMULADO, A FIM DE DECLARAR A INCONSTITUCIONALIDADE DOS ARTS. 11, PARÁGRAFO ÚNICO, DA LEI Nº 5.123, DE 27 DE JANEIRO DE 1989, DO ESTADO DA PARAÍBA, COM REDAÇÃO DADA PELA LEI Nº 10.136/2013, E 3º, I, A, E III, A E B; E 17, I E II, C, ITENS 1 E 2, DO DECRETO Nº 33.341, DE 27 DE DEZEMBRO DE 2012, DO MESMO ESTADO, COM REDAÇÃO DADA PELO DECRETO Nº 34.711/2013, COM MODULAÇÃO DOS EFEITOS DO ACÓRDÃO DE MÉRITO PROFERIDO NESTA AÇÃO, PARA QUE TENHA EFICÁCIA A PARTIR DA PUBLICAÇÃO DO ACÓRDÃO PROLATADO NO RE 851.108 (20.04.2021), ESTANDO RESSALVADAS AS AÇÕES JUDICIAIS PENDENTES DE CONCLUSÃO ATÉ O MESMO MARCO TEMPORAL EM QUE SE DISCUTA (1) A QUAL ESTADO O CONTRIBUINTE DEVERIA EFETUAR O PAGAMENTO DO ITCMD, CONSIDERANDO A OCORRÊNCIA DE BITRIBUTAÇÃO; OU (2) A VALIDADE DA COBRANÇA DESSE IMPOSTO, NÃO TENDO SIDO PAGO ANTERIORMENTE. FOI FIXADA A SEGUINTE TESE DE JULGAMENTO: “É VEDADO AOS ESTADOS E AO DISTRITO FEDERAL INSTITUIR O ITCMD, NAS HIPÓTESES REFERIDAS NO ART. 155, § 1º, III, DA CF/1988, SEM A EDIÇÃO PRÉVIA DE LEI COMPLEMENTAR EXIGIDA PELO REFERIDO DISPOSITIVO CONSTITUCIONAL”, COM APELO AO PODER LEGISLATIVO PARA QUE SUPRA TAL OMISSÃO E DISCIPLINE A MATÉRIA DO ART. 155, § 1º, III, DA CF/1988, POR MEIO DE LEI COMPLEMENTAR, UMA VEZ QUE ESTAMOS DIANTE DE UMA SITUAÇÃO DE CLARA TENSÃO ENTRE A JUSTIÇA TRIBUTÁRIA E A RESERVA DE LEI, QUE DEMANDA A ATUAÇÃO DO LEGISLADOR. TUDO NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6727,2021-05-12,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DA RELATORA. FALOU, PELA REQUERENTE, O DR. RICARDO LUIZ BLUNDI STURZENEGGER. PLENÁRIO, SESSÃO VIRTUAL DE 30.4.2021 A 11.5.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3884,2020-10-26,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. NÃO PARTICIPOU DESTE JULGAMENTO A MINISTRA ROSA WEBER. PLENÁRIO, SESSÃO VIRTUAL DE 16.10.2020 A 23.10.2020.",0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5599,2020-10-26,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU PARCIALMENTE DA AÇÃO DIRETA E, NESSA PARTE, JULGOU-A IMPROCEDENTE, NOS TERMOS DO VOTO DO RELATOR. FALOU, PELO INTERESSADO, O MINISTRO JOSÉ LEVI MELLO DO AMARAL JUNIOR, ADVOGADO-GERAL DA UNIÃO. NÃO PARTICIPOU DESTE JULGAMENTO A MINISTRA ROSA WEBER. PLENÁRIO, SESSÃO VIRTUAL DE 16.10.2020 A 23.10.2020.",0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6839,2022-02-21,Sim,0,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, PARA DECLARAR INCONSTITUCIONAIS O INC. IV DO § 2º DO ART. 1º DA LEI N. 14.941/2003 E A AL. D DO INC. II DO ART. 2º DO DECRETO N. 43.981/2005 DE MINAS GERAIS, E ATRIBUIU A ESTE JULGAMENTO EFICÁCIA EX NUNC A CONTAR DA PUBLICAÇÃO DO ACÓRDÃO DO RECURSO EXTRAORDINÁRIO N. 851.108 (20.4.2021), RESSALVANDO AS AÇÕES JUDICIAIS PENDENTES DE CONCLUSÃO ATÉ ESSE MARCO TEMPORAL, NAS QUAIS SE DISCUTA: A) A QUAL ESTADO O CONTRIBUINTE DEVE EFETUAR O PAGAMENTO DO ITCMD, CONSIDERANDO A OCORRÊNCIA DE BITRIBUTAÇÃO; B) A VALIDADE DA COBRANÇA DESSE IMPOSTO, NÃO TENDO SIDO PAGO ANTERIORMENTE, NOS TERMOS DO VOTO ORA REAJUSTADO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6612,2021-05-12,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL DA LEI Nº 11.038, DE 02 DE DEZEMBRO DE 2019, DO ESTADO DE MATO GROSSO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 30.4.2021 A 11.5.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6651,2022-02-21,Sim,0,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE DAS EXPRESSÕES “E DE JUSTIÇA E DIRIGENTES DA ADMINISTRAÇÃO INDIRETA” CONTIDAS NO INCISO XXIII DO ARTIGO 71 DA CONSTITUIÇÃO DO ESTADO DA BAHIA, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.2.2022 A 18.2.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6019,2021-05-12,Não,0,10,1,Principal," EM CONTINUIDADE DE JULGAMENTO, O TRIBUNAL, POR MAIORIA, MODULOU OS EFEITOS DA DECISÃO, PARA QUE: (I) SEJAM MANTIDAS AS ANULAÇÕES JÁ REALIZADAS PELA ADMINISTRAÇÃO ATÉ A PUBLICAÇÃO DA ATA DO JULGAMENTO DE MÉRITO DESTA AÇÃO DIRETA (23.04.2021), DESDE QUE TENHAM OBSERVADO O PRAZO DE 10 (DEZ) ANOS; (II) SEJA APLICADO O PRAZO DECADENCIAL DE 10 (DEZ) ANOS AOS CASOS EM QUE, EM 23.04.2021, JÁ HAVIA TRANSCORRIDO MAIS DA METADE DO TEMPO FIXADO NA LEI DECLARADA INCONSTITUCIONAL (APLICAÇÃO, POR ANALOGIA, DO ART. 2.028 DO CÓDIGO CIVIL); E (III) PARA OS DEMAIS ATOS ADMINISTRATIVOS JÁ PRATICADOS, SEJA O PRAZO DECADENCIAL DE 5 (CINCO) ANOS CONTADO A PARTIR DA PUBLICAÇÃO DA ATA DO JULGAMENTO DE MÉRITO DESTA AÇÃO (23.04.2021), NOS TERMOS DO VOTO DO MINISTRO ROBERTO BARROSO, REDATOR PARA O ACÓRDÃO, VENCIDO O MINISTRO MARCO AURÉLIO (RELATOR). O MINISTRO NUNES MARQUES ACOMPANHOU O MINISTRO ROBERTO BARROSO COM RESSALVAS. PLENÁRIO, SESSÃO VIRTUAL DE 30.4.2021 A 11.5.2021.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
